  name  ra         dec
rf0001	0.013432752	-1.1128886
rf0002	1.146787	0.84866485
rf0003	2.3154592	0.81264576
rf0004	2.9560889	-1.0870759
rf0005	3.0254612	-0.41511957
rf0006	4.1918919	-1.108172
rf0007	4.2867326	-0.9580395
rf0008	4.3577793	-0.97832513
rf0009	4.4165136	0.50624571
rf0010	4.4761793	0.32956582
rf0011	4.4808912	0.33532953
rf0012	4.7535735	0.66181355
rf0013	4.9472732	0.59081703
rf0014	5.0072566	0.6539677
rf0015	5.1077407	0.82660918
rf0016	5.114721	0.83361606
rf0017	5.1195847	0.54122065
rf0018	5.141134	0.85660048
rf0019	5.257265	0.99258607
rf0020	5.2621293	0.83353957
rf0021	5.3970879	1.1656492
rf0022	5.4409059	0.5576056
rf0023	5.9486726	-0.6614497
rf0024	6.393436	0.84689776
rf0025	6.6043565	1.0200539
rf0026	6.9744334	-0.96671962
rf0027	7.139569	-1.1799633
rf0028	7.682566	-0.29954972
rf0029	7.7174579	0.5288937
rf0030	7.752697	0.43559649
rf0031	7.8004756	-0.40728233
rf0032	7.9306263	0.90061022
rf0033	7.958349	-0.99101351
rf0034	9.1263438	-0.28733436
rf0035	9.370262	0.27770356
rf0036	9.6684807	1.1407252
rf0037	9.895471	0.86009895
rf0038	9.9306327	0.96071864
rf0039	10.019023	0.048237071
rf0040	10.112196	-0.045310598
rf0041	10.113321	0.32853565
rf0042	10.146464	-0.29351457
rf0043	10.157937	-0.33044733
rf0044	10.247671	0.77170063
rf0045	10.268057	0.90804605
rf0046	10.372211	-1.1959734
rf0047	10.400047	1.0737683
rf0048	10.408329	0.2580295
rf0049	10.417365	0.20896589
rf0050	10.442419	1.1774094
rf0051	10.459986	-1.0238153
rf0052	10.515688	0.71905499
rf0053	10.538529	-0.087803967
rf0054	10.54719	0.90474224
rf0055	10.566241	0.84552793
rf0056	10.62946	1.0771972
rf0057	10.96624	0.80181104
rf0058	11.122973	1.1085537
rf0059	11.162136	-0.36227705
rf0060	11.696368	-0.70129719
rf0061	11.819752	-1.148585
rf0062	12.398937	1.115894
rf0063	12.467789	0.96290589
rf0064	12.621074	-0.5306116
rf0065	12.714973	0.8514702
rf0066	12.955997	0.56493067
rf0067	13.66631	0.75545443
rf0068	13.93738	0.58835076
rf0069	13.963345	-1.0735834
rf0070	14.523497	-0.89962443
rf0071	14.703615	0.58749431
rf0072	14.731433	1.0056997
rf0073	14.767174	1.0011835
rf0074	14.925815	0.91675446
rf0075	15.209051	-0.73131234
rf0076	15.504031	0.5121939
rf0077	15.676783	-0.74954697
rf0078	15.72456	-0.31966061
rf0079	15.747876	-0.67819545
rf0080	15.757275	-1.1108452
rf0081	15.807981	-0.71225804
rf0082	15.831375	-0.58959515
rf0083	15.890036	-0.60700495
rf0084	15.91186	-0.49081685
rf0085	15.965113	-0.35864511
rf0086	15.975102	-0.44070347
rf0087	16.030467	-0.96999173
rf0088	16.037118	-0.095498496
rf0089	16.059479	-0.11664767
rf0090	16.060531	-0.78039039
rf0091	16.061608	-0.84472262
rf0092	16.063204	-1.1141103
rf0093	16.069973	-1.0749262
rf0094	16.07081	-0.76479516
rf0095	16.121755	-0.44074467
rf0096	16.16136	-0.89098877
rf0097	16.17028	-0.80263101
